Digite o primeiro livro iniciando
const 	 Vocab(count:1892, index:10929)
reforma 	 Vocab(count:12167, index:654)
Unidas 	 Vocab(count:2479, index:10342)
Melilla 	 Vocab(count:5014, index:7807)
otar 	 Vocab(count:5997, index:6824)
fuerzas 	 Vocab(count:12595, index:226)
tren 	 Vocab(count:10146, index:2675)
podía 	 Vocab(count:11861, index:960)
CDMX 	 Vocab(count:545, index:12276)
pase 	 Vocab(count:12540, index:281)
pagará 	 Vocab(count:8283, index:4538)
cuadra 	 Vocab(count:8118, index:4703)
alimentar 	 Vocab(count:4701, index:8120)
asomo 	 Vocab(count:3506, index:9315)
realeza 	 Vocab(count:4487, index:8334)
Saca 	 Vocab(count:3585, index:9236)
chupa 	 Vocab(count:7208, index:5613)
Bárcenas 	 Vocab(count:2732, index:10089)
Oro 	 Vocab(count:3270, index:9551)
nacionalismo 	 Vocab(count:12431, index:390)
periódico 	 Vocab(count:9650, index:3171)
darles 	 Vocab(count:10588, index:2233)
Boya 	 Vocab(count:3107, index:9714)
majo 	 Vocab(count:6525, index:6296)
mientas 	 Vocab(count:2382, index:10439)
campando 	 Vocab(count:2978, index:9843)
tercer 	 Vocab(count:8497, index:4324)
Serbia 	 Vocab(count:5878, index:6943)
joer 	 Vocab(count:1351, index:11470)
60000 	 Vocab(count:1933, index:10888)
Gobiernos 	 Vocab(count:5873, index:6948)
debilitar 	 Vocab(count:4541, index:8280)
vereis 	 Vocab(count:4609, index:8212)
enormemente 	 Vocab(count:647, index:12174)
déficit 	 Vocab(count:5803, index:7018)
Tema 	 Vocab(count:6647, index:6174)
créditos 	 Vocab(count:2628, index:10193)
mujeres 	 Vocab(count:12028, index:793)
registra 	 Vocab(count:2173, index:10648)
outros 	 Vocab(count:338, index:12483)
Impedir 	 Vocab(count:6005, index:6816)
velan 	 Vocab(count:4069, index:8752)
palo 	 Vocab(count:11364, index:1457)
preocupados 	 Vocab(count:11148, index:1673)
democrata 	 Vocab(count:9105, index:3716)
37 	 Vocab(count:4637, index:8184)
europeos 	 Vocab(count:10900, index:1921)
ÚNICO 	 Vocab(count:98, index:12723)
within 	 Vocab(count:1190, index:11631)
Cualquiera 	 Vocab(count:6775, index:6046)
nombra 	 Vocab(count:2751, index:10070)
cabecillas 	 Vocab(count:7851, index:4970)
Eurocámara 	 Vocab(count:6968, index:5853)
decepcionado 	 Vocab(count:3990, index:8831)
BOE 	 Vocab(count:3228, index:9593)
reían 	 Vocab(count:2599, index:10222)
partidario 	 Vocab(count:9658, index:3163)
repetirá 	 Vocab(count:1541, index:11280)
joven 	 Vocab(count:10479, index:2342)
Mallorca 	 Vocab(count:8323, index:4498)
adhesión 	 Vocab(count:5, index:12816)
151 	 Vocab(count:6278, index:6543)
Farage 	 Vocab(count:5075, index:7746)
pozo 	 Vocab(count:4558, index:8263)
bonos 	 Vocab(count:778, index:12043)
atentar 	 Vocab(count:648, index:12173)
enteran 	 Vocab(count:8075, index:4746)
foto 	 Vocab(count:12041, index:780)
Aires 	 Vocab(count:9137, index:3684)
2006 	 Vocab(count:10810, index:2011)
Pray 	 Vocab(count:6040, index:6781)
в 	 Vocab(count:7790, index:5031)
caceroladas 	 Vocab(count:1961, index:10860)
zich 	 Vocab(count:1179, index:11642)
déjame 	 Vocab(count:3740, index:9081)
Liga 	 Vocab(count:12196, index:625)
aumenta 	 Vocab(count:8585, index:4236)
cóctel 	 Vocab(count:2859, index:9962)
zapatero 	 Vocab(count:187, index:12634)
pasas 	 Vocab(count:4411, index:8410)
alturas 	 Vocab(count:10408, index:2413)
porfa 	 Vocab(count:6841, index:5980)
alucinando 	 Vocab(count:1856, index:10965)
votasen 	 Vocab(count:2500, index:10321)
obliga 	 Vocab(count:10097, index:2724)
presiones 	 Vocab(count:8363, index:4458)
tenés 	 Vocab(count:1176, index:11645)
Muerte 	 Vocab(count:3554, index:9267)
acosan 	 Vocab(count:3326, index:9495)
reprima 	 Vocab(count:3746, index:9075)
pancarta 	 Vocab(count:9347, index:3474)
perdimos 	 Vocab(count:3346, index:9475)
camisa 	 Vocab(count:6371, index:6450)
Estimado 	 Vocab(count:2276, index:10545)
protestar 	 Vocab(count:11473, index:1348)
rojos 	 Vocab(count:7870, index:4951)
Independence 	 Vocab(count:8845, index:3976)
tocará 	 Vocab(count:4729, index:8092)
afrontar 	 Vocab(count:6545, index:6276)
poderoso 	 Vocab(count:4802, index:8019)
Quiero 	 Vocab(count:12305, index:516)
Dios 	 Vocab(count:12304, index:517)
nabo 	 Vocab(count:3654, index:9167)
impone 	 Vocab(count:10113, index:2708)
humo 	 Vocab(count:11713, index:1108)
caiga 	 Vocab(count:9628, index:3193)
pequeña 	 Vocab(count:10794, index:2027)
despreciable 	 Vocab(count:2159, index:10662)
rechaza 	 Vocab(count:9672, index:3149)
desplegados 	 Vocab(count:9196, index:3625)
convencido 	 Vocab(count:11027, index:1794)
rostro 	 Vocab(count:1807, index:11014)
derecho 	 Vocab(count:12787, index:34)
JEP 	 Vocab(count:6486, index:6335)
Jamás 	 Vocab(count:9744, index:3077)
IS 	 Vocab(count:5216, index:7605)
explotar 	 Vocab(count:5402, index:7419)
pararlo 	 Vocab(count:8382, index:4439)
Cup 	 Vocab(count:8821, index:4000)
masivo 	 Vocab(count:7178, index:5643)
plantean 	 Vocab(count:3299, index:9522)
fiscalía 	 Vocab(count:7770, index:5051)
evento 	 Vocab(count:7735, index:5086)
culo 	 Vocab(count:12443, index:378)
pensé 	 Vocab(count:10169, index:2652)
sem 	 Vocab(count:3411, index:9410)
TOTALMENTE 	 Vocab(count:4539, index:8282)
feria 	 Vocab(count:2887, index:9934)
efectivamente 	 Vocab(count:849, index:11972)
principal 	 Vocab(count:10581, index:2240)
qui 	 Vocab(count:8260, index:4561)
In 	 Vocab(count:9653, index:3168)
CONSTITUCIÓN 	 Vocab(count:8870, index:3951)
turistas 	 Vocab(count:6979, index:5842)
MIERDA 	 Vocab(count:9603, index:3218)
22 	 Vocab(count:9144, index:3677)
desempleo 	 Vocab(count:1504, index:11317)
queramos 	 Vocab(count:7864, index:4957)
responsables 	 Vocab(count:12203, index:618)
preguntarnos 	 Vocab(count:3210, index:9611)
crudo 	 Vocab(count:652, index:12169)
irrumpe 	 Vocab(count:6779, index:6042)
prender 	 Vocab(count:3336, index:9485)
daría 	 Vocab(count:10805, index:2016)
admitir 	 Vocab(count:8730, index:4091)
blindar 	 Vocab(count:479, index:12342)
ricas 	 Vocab(count:5605, index:7216)
mande 	 Vocab(count:8029, index:4792)
vi 	 Vocab(count:11424, index:1397)
Ergo 	 Vocab(count:523, index:12298)
jugador 	 Vocab(count:9529, index:3292)
separada 	 Vocab(count:8038, index:4783)
capricho 	 Vocab(count:6855, index:5966)
die 	 Vocab(count:8466, index:4355)
extremadura 	 Vocab(count:54, index:12767)
sereno 	 Vocab(count:2701, index:10120)
Asamblea 	 Vocab(count:7675, index:5146)
informados 	 Vocab(count:3485, index:9336)
pedirle 	 Vocab(count:6215, index:6606)
indivisible 	 Vocab(count:8110, index:4711)
Rodrigo 	 Vocab(count:1338, index:11483)
alegra 	 Vocab(count:8793, index:4028)
llamen 	 Vocab(count:9554, index:3267)
Fuck 	 Vocab(count:5541, index:7280)
metido 	 Vocab(count:10160, index:2661)
sinrazón 	 Vocab(count:5655, index:7166)
TODA 	 Vocab(count:11331, index:1490)
pactada 	 Vocab(count:469, index:12352)
tweets 	 Vocab(count:11132, index:1689)
sacamos 	 Vocab(count:6086, index:6735)
vivir 	 Vocab(count:12585, index:236)
coches 	 Vocab(count:10236, index:2585)
treinta 	 Vocab(count:6400, index:6421)
Recordemos 	 Vocab(count:7917, index:4904)
intentando 	 Vocab(count:11147, index:1674)
Votó 	 Vocab(count:1082, index:11739)
UGT 	 Vocab(count:10569, index:2252)
insulten 	 Vocab(count:5632, index:7189)
je 	 Vocab(count:8931, index:3890)
demostrar 	 Vocab(count:11449, index:1372)
sencilla 	 Vocab(count:6767, index:6054)
jamas 	 Vocab(count:9156, index:3665)
Palomo 	 Vocab(count:2658, index:10163)
paran 	 Vocab(count:8880, index:3941)
impedirlo 	 Vocab(count:10955, index:1866)
Fiscal 	 Vocab(count:8140, index:4681)
pienso 	 Vocab(count:12218, index:603)
2000 	 Vocab(count:8290, index:4531)
Seguir 	 Vocab(count:8866, index:3955)
atacado 	 Vocab(count:6592, index:6229)
mediático 	 Vocab(count:5961, index:6860)
matter 	 Vocab(count:149, index:12672)
economía 	 Vocab(count:12087, index:734)
payeses 	 Vocab(count:4171, index:8650)
haberse 	 Vocab(count:9385, index:3436)
reaction 	 Vocab(count:1482, index:11339)
bolivariana 	 Vocab(count:5051, index:7770)
odian 	 Vocab(count:10407, index:2414)
independència 	 Vocab(count:4017, index:8804)
escucho 	 Vocab(count:9819, index:3002)
canciones 	 Vocab(count:4329, index:8492)
concretamente 	 Vocab(count:3898, index:8923)
catalana 	 Vocab(count:12700, index:121)
vídeos 	 Vocab(count:11416, index:1405)
liberación 	 Vocab(count:4943, index:7878)
culpables 	 Vocab(count:11122, index:1699)
aficionado 	 Vocab(count:5151, index:7670)
Burgos 	 Vocab(count:2145, index:10676)
Santo 	 Vocab(count:3456, index:9365)
PIB 	 Vocab(count:12032, index:789)
públicos 	 Vocab(count:11457, index:1364)
China 	 Vocab(count:10809, index:2012)
Critica 	 Vocab(count:4307, index:8514)
Papá 	 Vocab(count:3392, index:9429)
solitos 	 Vocab(count:6715, index:6106)
comparten 	 Vocab(count:7496, index:5325)
Mendoza 	 Vocab(count:3672, index:9149)
retrasado 	 Vocab(count:6978, index:5843)
ojalá 	 Vocab(count:12222, index:599)
não 	 Vocab(count:12081, index:740)
descarado 	 Vocab(count:5948, index:6873)
recursos 	 Vocab(count:10880, index:1941)
sectarismo 	 Vocab(count:2459, index:10362)
monárquico 	 Vocab(count:6959, index:5862)
suelo 	 Vocab(count:10708, index:2113)
rt 	 Vocab(count:5798, index:7023)
tanta 	 Vocab(count:12563, index:258)
lunes 	 Vocab(count:12551, index:270)
XX 	 Vocab(count:5509, index:7312)
ofensiva 	 Vocab(count:129, index:12692)
Tomas 	 Vocab(count:1505, index:11316)
juntas 	 Vocab(count:8804, index:4017)
vencido 	 Vocab(count:8210, index:4611)
CIA 	 Vocab(count:3961, index:8860)
aceptáis 	 Vocab(count:2235, index:10586)
esposa 	 Vocab(count:6483, index:6338)
romper 	 Vocab(count:12255, index:566)
urgentes 	 Vocab(count:2965, index:9856)
consideras 	 Vocab(count:6436, index:6385)
pagarán 	 Vocab(count:7704, index:5117)
oficial 	 Vocab(count:11835, index:986)
pour 	 Vocab(count:6091, index:6730)
dulce 	 Vocab(count:1755, index:11066)
conciencia 	 Vocab(count:8660, index:4161)
mentirosos 	 Vocab(count:9336, index:3485)
Emilio 	 Vocab(count:2293, index:10528)
crecer 	 Vocab(count:445, index:12376)
TSJ 	 Vocab(count:6437, index:6384)
público 	 Vocab(count:11915, index:906)
gradas 	 Vocab(count:3173, index:9648)
salid 	 Vocab(count:5340, index:7481)
subido 	 Vocab(count:6096, index:6725)
pls 	 Vocab(count:7756, index:5065)
resultó 	 Vocab(count:3400, index:9421)
aporta 	 Vocab(count:11608, index:1213)
enterarse 	 Vocab(count:2086, index:10735)
dijera 	 Vocab(count:9242, index:3579)
eligió 	 Vocab(count:8355, index:4466)
momentos 	 Vocab(count:12011, index:810)
ontem 	 Vocab(count:4114, index:8707)
audiencia 	 Vocab(count:6884, index:5937)
tóos 	 Vocab(count:257, index:12564)
12000 	 Vocab(count:2801, index:10020)
deis 	 Vocab(count:3884, index:8937)
reclama 	 Vocab(count:9570, index:3251)
REYES 	 Vocab(count:3221, index:9600)
vulnerado 	 Vocab(count:5083, index:7738)
hierve 	 Vocab(count:1023, index:11798)
rebeldes 	 Vocab(count:2558, index:10263)
infarto 	 Vocab(count:6220, index:6601)
convertir 	 Vocab(count:10879, index:1942)
saltan 	 Vocab(count:11063, index:1758)
FUERZAS 	 Vocab(count:4162, index:8659)
sacaran 	 Vocab(count:1762, index:11059)
aliados 	 Vocab(count:7537, index:5284)
mito 	 Vocab(count:4241, index:8580)
mediodía 	 Vocab(count:538, index:12283)
respetas 	 Vocab(count:75, index:12746)
povo 	 Vocab(count:11202, index:1619)
presumir 	 Vocab(count:1318, index:11503)
presencia 	 Vocab(count:10026, index:2795)
preguntan 	 Vocab(count:10633, index:2188)
levantamiento 	 Vocab(count:4027, index:8794)
adeptos 	 Vocab(count:1873, index:10948)
sintió 	 Vocab(count:3454, index:9367)
Señora 	 Vocab(count:6532, index:6289)
suspendido 	 Vocab(count:11336, index:1485)
Hombre 	 Vocab(count:11259, index:1562)
vinculantes 	 Vocab(count:4532, index:8289)
chavistas 	 Vocab(count:10912, index:1909)
beneficiar 	 Vocab(count:2793, index:10028)
dejaremos 	 Vocab(count:7325, index:5496)
bona 	 Vocab(count:6633, index:6188)
fórmula 	 Vocab(count:859, index:11962)
caldo 	 Vocab(count:4298, index:8523)
decidirá 	 Vocab(count:8181, index:4640)
parlamentario 	 Vocab(count:6309, index:6512)
ordenamiento 	 Vocab(count:880, index:11941)
recuerdan 	 Vocab(count:8760, index:4061)
Volvemos 	 Vocab(count:5821, index:7000)
contradictorio 	 Vocab(count:4523, index:8298)
Silencio 	 Vocab(count:4123, index:8698)
servidor 	 Vocab(count:4016, index:8805)
apalear 	 Vocab(count:7713, index:5108)
HIZO 	 Vocab(count:1711, index:11110)
comparto 	 Vocab(count:9481, index:3340)
justamente 	 Vocab(count:2765, index:10056)
Laura 	 Vocab(count:1002, index:11819)
concentrados 	 Vocab(count:1657, index:11164)
perder 	 Vocab(count:12383, index:438)
título 	 Vocab(count:3640, index:9181)
262424 	 Vocab(count:7927, index:4894)
requisitos 	 Vocab(count:3401, index:9420)
congreso 	 Vocab(count:10293, index:2528)
ahorros 	 Vocab(count:5620, index:7201)
mano 	 Vocab(count:12310, index:511)
colores 	 Vocab(count:10838, index:1983)
manifestandose 	 Vocab(count:3266, index:9555)
rey 	 Vocab(count:12776, index:45)
pasamos 	 Vocab(count:6794, index:6027)
recomiendo 	 Vocab(count:7510, index:5311)
publico 	 Vocab(count:7829, index:4992)
comprendo 	 Vocab(count:7906, index:4915)
ficha 	 Vocab(count:3321, index:9500)
PUIGDEMONT 	 Vocab(count:8153, index:4668)
pitos 	 Vocab(count:3363, index:9458)
realización 	 Vocab(count:7682, index:5139)
simpatizo 	 Vocab(count:1377, index:11444)
encuestas 	 Vocab(count:12489, index:332)
veracidad 	 Vocab(count:2, index:12819)
llamarle 	 Vocab(count:282, index:12539)
conservar 	 Vocab(count:5343, index:7478)
Tristeza 	 Vocab(count:7844, index:4977)
quitarnos 	 Vocab(count:5070, index:7751)
convertirse 	 Vocab(count:9262, index:3559)
Concha 	 Vocab(count:1901, index:10920)
desbordado 	 Vocab(count:2339, index:10482)
“Cara 	 Vocab(count:679, index:12142)
Sabiendo 	 Vocab(count:2313, index:10508)
justificable 	 Vocab(count:5102, index:7719)
GC 	 Vocab(count:12478, index:343)
gobernará 	 Vocab(count:3206, index:9615)
defendian 	 Vocab(count:119, index:12702)
VERDAD 	 Vocab(count:7936, index:4885)
fondo 	 Vocab(count:11557, index:1264)
plazo 	 Vocab(count:10825, index:1996)
These 	 Vocab(count:1876, index:10945)
fecha 	 Vocab(count:9735, index:3086)
reconocería 	 Vocab(count:2552, index:10269)
moros 	 Vocab(count:7130, index:5691)
tapa 	 Vocab(count:8209, index:4612)
repugna 	 Vocab(count:5659, index:7162)
trasladar 	 Vocab(count:8115, index:4706)
coma 	 Vocab(count:4322, index:8499)
blanca 	 Vocab(count:5864, index:6957)
verano 	 Vocab(count:8564, index:4257)
detenido 	 Vocab(count:9534, index:3287)
recuerda 	 Vocab(count:12194, index:627)
vacías 	 Vocab(count:3712, index:9109)
PACTADO 	 Vocab(count:9095, index:3726)
paguen 	 Vocab(count:10056, index:2765)
Arán 	 Vocab(count:8744, index:4077)
any 	 Vocab(count:5438, index:7383)
efectivos 	 Vocab(count:9668, index:3153)
irracional 	 Vocab(count:7689, index:5132)
idiotez 	 Vocab(count:979, index:11842)
faltan 	 Vocab(count:10566, index:2255)
atenta 	 Vocab(count:8757, index:4064)
enfrentan 	 Vocab(count:9726, index:3095)
asquerosos 	 Vocab(count:5537, index:7284)
Gibraltar 	 Vocab(count:11078, index:1743)
until 	 Vocab(count:2445, index:10376)
lee 	 Vocab(count:10002, index:2819)
Catalans 	 Vocab(count:9830, index:2991)
creada 	 Vocab(count:5203, index:7618)
naciste 	 Vocab(count:107, index:12714)
tb 	 Vocab(count:12253, index:568)
alzamiento 	 Vocab(count:3477, index:9344)
Recuerden 	 Vocab(count:2248, index:10573)
efectos 	 Vocab(count:10183, index:2638)
QUEREMOS 	 Vocab(count:4990, index:7831)
miserable 	 Vocab(count:9642, index:3179)
interesados 	 Vocab(count:2614, index:10207)
montar 	 Vocab(count:11896, index:925)
verá 	 Vocab(count:10066, index:2755)
conservadores 	 Vocab(count:1834, index:10987)
2008 	 Vocab(count:2189, index:10632)
cm 	 Vocab(count:6920, index:5901)
Chiapas 	 Vocab(count:4427, index:8394)
nazionalismo 	 Vocab(count:3168, index:9653)
guerra 	 Vocab(count:12654, index:167)
Jordi 	 Vocab(count:11412, index:1409)
mentido 	 Vocab(count:5041, index:7780)
compañera 	 Vocab(count:3409, index:9412)
delegación 	 Vocab(count:2288, index:10533)
povos 	 Vocab(count:3955, index:8866)
cantan 	 Vocab(count:11855, index:966)
Cambiar 	 Vocab(count:3293, index:9528)
anulación 	 Vocab(count:4926, index:7895)
interés 	 Vocab(count:11056, index:1765)
mexicana 	 Vocab(count:6138, index:6683)
incendiario 	 Vocab(count:128, index:12693)
colocar 	 Vocab(count:2182, index:10639)
determinación 	 Vocab(count:10536, index:2285)
Tremenda 	 Vocab(count:5479, index:7342)
color 	 Vocab(count:9430, index:3391)
arreglo 	 Vocab(count:2940, index:9881)
separado 	 Vocab(count:8983, index:3838)
— 	 Vocab(count:9787, index:3034)
Sì 	 Vocab(count:605, index:12216)
mostrado 	 Vocab(count:8117, index:4704)
mejorar 	 Vocab(count:6850, index:5971)
cuarto 	 Vocab(count:7404, index:5417)
intenciones 	 Vocab(count:7525, index:5296)
ciudadania 	 Vocab(count:1415, index:11406)
colonizada 	 Vocab(count:3089, index:9732)
For 	 Vocab(count:431, index:12390)
magnífica 	 Vocab(count:2928, index:9893)
juicio 	 Vocab(count:9253, index:3568)
mayoría 	 Vocab(count:12728, index:93)
alma 	 Vocab(count:10067, index:2754)
respetan 	 Vocab(count:10337, index:2484)
arruinada 	 Vocab(count:4220, index:8601)
Ley 	 Vocab(count:12444, index:377)
Ojala 	 Vocab(count:10889, index:1932)
Comisión 	 Vocab(count:11324, index:1497)
dialogada 	 Vocab(count:1775, index:11046)
Andrade 	 Vocab(count:2649, index:10172)
vuelto 	 Vocab(count:11410, index:1411)
peperos 	 Vocab(count:4425, index:8396)
circunstancias 	 Vocab(count:8684, index:4137)
llegue 	 Vocab(count:10992, index:1829)
TODAS 	 Vocab(count:8396, index:4425)
sospechar 	 Vocab(count:2851, index:9970)
xD 	 Vocab(count:12111, index:710)
valdrá 	 Vocab(count:6212, index:6609)
querias 	 Vocab(count:3793, index:9028)
murciano 	 Vocab(count:2501, index:10320)
oscuro 	 Vocab(count:5867, index:6954)
cano 	 Vocab(count:155, index:12666)
agredida 	 Vocab(count:3839, index:8982)
nazismo 	 Vocab(count:10499, index:2322)
preocupan 	 Vocab(count:8018, index:4803)
sigan 	 Vocab(count:11899, index:922)
Arg 	 Vocab(count:1271, index:11550)
cerraron 	 Vocab(count:2388, index:10433)
pereza 	 Vocab(count:9477, index:3344)
diversos 	 Vocab(count:7184, index:5637)
aparato 	 Vocab(count:6567, index:6254)
actualización 	 Vocab(count:6725, index:6096)
necesite 	 Vocab(count:2398, index:10423)
obviando 	 Vocab(count:7472, index:5349)
Razón 	 Vocab(count:1915, index:10906)
Siguiendo 	 Vocab(count:7011, index:5810)
reprimirlo 	 Vocab(count:1387, index:11434)
prefiere 	 Vocab(count:8278, index:4543)
barcos 	 Vocab(count:5734, index:7087)
preguntarle 	 Vocab(count:6286, index:6535)
llave 	 Vocab(count:2865, index:9956)
last 	 Vocab(count:317, index:12504)
logico 	 Vocab(count:6873, index:5948)
costará 	 Vocab(count:5705, index:7116)
perseguir 	 Vocab(count:5413, index:7408)
motor 	 Vocab(count:6949, index:5872)
mayoria 	 Vocab(count:12093, index:728)
844 	 Vocab(count:11737, index:1084)
exacto 	 Vocab(count:6015, index:6806)
consensuado 	 Vocab(count:8080, index:4741)
buscaron 	 Vocab(count:276, index:12545)
Tweet 	 Vocab(count:1357, index:11464)
admirado 	 Vocab(count:255, index:12566)
23F 	 Vocab(count:8354, index:4467)
absurdo 	 Vocab(count:11615, index:1206)
coartar 	 Vocab(count:3353, index:9468)
dejéis 	 Vocab(count:7711, index:5110)
muestran 	 Vocab(count:9741, index:3080)
propongo 	 Vocab(count:10352, index:2469)
jodería 	 Vocab(count:8114, index:4707)
Socialista 	 Vocab(count:7887, index:4934)
lmao 	 Vocab(count:256, index:12565)
eliminar 	 Vocab(count:10640, index:2181)
virtud 	 Vocab(count:2492, index:10329)
hispanofobia 	 Vocab(count:5170, index:7651)
MX 	 Vocab(count:2904, index:9917)
Puigdemot 	 Vocab(count:2753, index:10068)
abordar 	 Vocab(count:3024, index:9797)
pasarte 	 Vocab(count:1021, index:11800)
imbecil 	 Vocab(count:7574, index:5247)
tortilla 	 Vocab(count:7807, index:5014)
BOICOT 	 Vocab(count:5212, index:7609)
pinza 	 Vocab(count:4303, index:8518)
cadena 	 Vocab(count:9919, index:2902)
homenaje 	 Vocab(count:5691, index:7130)
escaleras 	 Vocab(count:3198, index:9623)
liao 	 Vocab(count:1646, index:11175)
seguimos 	 Vocab(count:11080, index:1741)
nacer 	 Vocab(count:5331, index:7490)
Solución 	 Vocab(count:9537, index:3284)
restablecer 	 Vocab(count:9186, index:3635)
1º 	 Vocab(count:8803, index:4018)
Barcelona 	 Vocab(count:12771, index:50)
domingo 	 Vocab(count:12732, index:89)
útil 	 Vocab(count:8420, index:4401)
oigo 	 Vocab(count:8630, index:4191)
incertidumbre 	 Vocab(count:10019, index:2802)
financiado 	 Vocab(count:7090, index:5731)
saco 	 Vocab(count:11047, index:1774)
in 	 Vocab(count:12710, index:111)
impune 	 Vocab(count:6963, index:5858)
revoluciones 	 Vocab(count:4352, index:8469)
mafia 	 Vocab(count:9760, index:3061)
rusos 	 Vocab(count:10602, index:2219)
terreno 	 Vocab(count:9965, index:2856)
enmienda 	 Vocab(count:3005, index:9816)
fachillas 	 Vocab(count:1038, index:11783)
desalojando 	 Vocab(count:2669, index:10152)
Dignidad 	 Vocab(count:1381, index:11440)
autónomas 	 Vocab(count:7571, index:5250)
Declarar 	 Vocab(count:3826, index:8995)
estudios 	 Vocab(count:4198, index:8623)
delirio 	 Vocab(count:3567, index:9254)
retiro 	 Vocab(count:1716, index:11105)
Asco 	 Vocab(count:8958, index:3863)
consumo 	 Vocab(count:3262, index:9559)
permiten 	 Vocab(count:10561, index:2260)
arremete 	 Vocab(count:7664, index:5157)
PELA 	 Vocab(count:2525, index:10296)
deve 	 Vocab(count:5731, index:7090)
indignante 	 Vocab(count:8673, index:4148)
bola 	 Vocab(count:9299, index:3522)
excepción 	 Vocab(count:10449, index:2372)
¿Quieres 	 Vocab(count:9087, index:3734)
luck 	 Vocab(count:3060, index:9761)
amable 	 Vocab(count:4718, index:8103)
Puigdemon 	 Vocab(count:9777, index:3044)
creían 	 Vocab(count:5957, index:6864)
authorities 	 Vocab(count:1567, index:11254)
ciudadanos 	 Vocab(count:12718, index:103)
representan 	 Vocab(count:11199, index:1622)
tenho 	 Vocab(count:762, index:12059)
independizada 	 Vocab(count:8217, index:4604)
Mentira 	 Vocab(count:4573, index:8248)
separe 	 Vocab(count:12045, index:776)
gobiernan 	 Vocab(count:11194, index:1627)
cuesta 	 Vocab(count:11347, index:1474)
nooo 	 Vocab(count:3224, index:9597)
gobernado 	 Vocab(count:7652, index:5169)
mafiosos 	 Vocab(count:6936, index:5885)
RTVE 	 Vocab(count:7924, index:4897)
isso 	 Vocab(count:1523, index:11298)
basada 	 Vocab(count:3957, index:8864)
Morales 	 Vocab(count:4658, index:8163)
43 	 Vocab(count:2560, index:10261)
impresión 	 Vocab(count:9286, index:3535)
supuesta 	 Vocab(count:9929, index:2892)
nacionalidad 	 Vocab(count:10874, index:1947)
desmantelado 	 Vocab(count:542, index:12279)
proponer 	 Vocab(count:9813, index:3008)
trono 	 Vocab(count:9313, index:3508)
volvemos 	 Vocab(count:3184, index:9637)
decirlo 	 Vocab(count:10447, index:2374)
siguen 	 Vocab(count:12411, index:410)
Increíble 	 Vocab(count:11255, index:1566)
José 	 Vocab(count:10890, index:1931)
perderían 	 Vocab(count:4510, index:8311)
Palabras 	 Vocab(count:5290, index:7531)
Mel 	 Vocab(count:4110, index:8711)
ocupadas 	 Vocab(count:588, index:12233)
your 	 Vocab(count:10717, index:2104)
POLICIA 	 Vocab(count:9872, index:2949)
SER 	 Vocab(count:10826, index:1995)
represivas 	 Vocab(count:6944, index:5877)
apalearon 	 Vocab(count:5247, index:7574)
bochorno 	 Vocab(count:8618, index:4203)
cojones 	 Vocab(count:12596, index:225)
Cierre 	 Vocab(count:2019, index:10802)
stories 	 Vocab(count:9524, index:3297)
Acaba 	 Vocab(count:6256, index:6565)
Sorry 	 Vocab(count:103, index:12718)
Matanza 	 Vocab(count:8516, index:4305)
RM 	 Vocab(count:359, index:12462)
progresista 	 Vocab(count:7373, index:5448)
impera 	 Vocab(count:7088, index:5733)
Sputnik 	 Vocab(count:6872, index:5949)
investigará 	 Vocab(count:5778, index:7043)
ganamos 	 Vocab(count:8743, index:4078)
strong 	 Vocab(count:3680, index:9141)
gtgt 	 Vocab(count:1408, index:11413)
peo 	 Vocab(count:4797, index:8024)
semejante 	 Vocab(count:8968, index:3853)
vasco 	 Vocab(count:11754, index:1067)
gafas 	 Vocab(count:3271, index:9550)
best 	 Vocab(count:2282, index:10539)
gc 	 Vocab(count:6785, index:6036)
Respetar 	 Vocab(count:1102, index:11719)
notas 	 Vocab(count:425, index:12396)
abusos 	 Vocab(count:9909, index:2912)
basándose 	 Vocab(count:1052, index:11769)
obligados 	 Vocab(count:7679, index:5142)
anular 	 Vocab(count:8494, index:4327)
viajado 	 Vocab(count:3415, index:9406)
irresponsabilidad 	 Vocab(count:10438, index:2383)
GOVERN 	 Vocab(count:5016, index:7805)
medir 	 Vocab(count:5783, index:7038)
Golpista 	 Vocab(count:3934, index:8887)
independencia 	 Vocab(count:12813, index:8)
VIOLENCE 	 Vocab(count:964, index:11857)
terremotos 	 Vocab(count:4309, index:8512)
REAL 	 Vocab(count:214, index:12607)
podremos 	 Vocab(count:9025, index:3796)
portugueses 	 Vocab(count:633, index:12188)
declaración 	 Vocab(count:12399, index:422)
vzla 	 Vocab(count:6820, index:6001)
tardando 	 Vocab(count:9530, index:3291)
response 	 Vocab(count:1597, index:11224)
últimamente 	 Vocab(count:9426, index:3395)
sobretodo 	 Vocab(count:9769, index:3052)
FEMP 	 Vocab(count:239, index:12582)
tendrian 	 Vocab(count:5643, index:7178)
traición 	 Vocab(count:7737, index:5084)
neoliberal 	 Vocab(count:7390, index:5431)
curioso 	 Vocab(count:11633, index:1188)
planeado 	 Vocab(count:3058, index:9763)
reto 	 Vocab(count:6763, index:6058)
FLA 	 Vocab(count:5931, index:6890)
metro 	 Vocab(count:8732, index:4089)
violência 	 Vocab(count:10786, index:2035)
periódicos 	 Vocab(count:8820, index:4001)
GARANTÍAS 	 Vocab(count:23, index:12798)
millón 	 Vocab(count:11316, index:1505)
